nesting,A_id,A_name,relationship,B_id,B_name,remark
6,A.Propithecus_coquereli,unique accepted/accepted,B.Propithecus_coquereli,
6,A.Propithecus_deckenii,unique by topology,B.Propithecus_deckenii,
7,A.Propithecus_deckenii_coronatus,unique accepted/accepted,B.Propithecus_deckenii_coronatus,
7,A.Propithecus_deckenii_deckenii,unique accepted/accepted,B.Propithecus_deckenii_deckenii,
6,A.Propithecus_edwardsi,unique accepted/accepted,B.Propithecus_edwardsi,
6,A.Propithecus_candidus,unique accepted/accepted,B.Propithecus_candidus,
6,A.Propithecus_perrieri,unique accepted/accepted,B.Propithecus_perrieri,
5,A.Indri,unique by topology,B.Indri,
6,A.Indri_indri,unique accepted/accepted,B.Indri_indri,
5,A.Avahi,unique by topology,B.Avahi,
6,A.Avahi_laniger,unique accepted/accepted,B.Avahi_laniger,
6,A.Avahi_occidentalis,unique accepted/accepted,B.Avahi_occidentalis,
6,A.Avahi_unicolor,unique accepted/accepted,B.Avahi_unicolor,
6,A.Avahi_cleesei,unique accepted/accepted,B.Avahi_cleesei,
6,A.Avahi_peyrierasi,unique accepted/accepted,B.Avahi_peyrierasi,
5,A.Archaeolemur,unique by topology,B.Archaeolemur,
6,A.Archaeolemur_majori,unique accepted/accepted,B.Archaeolemur_majori,
6,A.Archaeolemur_edwardsi,unique accepted/accepted,B.Archaeolemur_edwardsi,
5,A.Hadropithecus,unique by topology,B.Hadropithecus,
6,A.Hadropithecus_stenognathus,unique accepted/accepted,B.Hadropithecus_stenognathus,
4,A.Lepilemuridae,3 matches follow:,,
4,,by topology,B.Lepilemur,
4,,by topology,B.Megaladapis,
4,,synonym/synonym,B.Megaladapidae,synonym of B.Lepilemuridae Lepilemuridae
5,A.Lepilemur,unique by topology,B.unclassified_Lepilemur,
6,A.Lepilemur_mustelinus,unique accepted/accepted,B.Lepilemur_mustelinus,
6,A.Lepilemur_dorsalis,unique accepted/accepted,B.Lepilemur_dorsalis,
6,A.Lepilemur_septentrionalis,unique accepted/accepted,B.Lepilemur_septentrionalis,
6,A.Lepilemur_ruficaudatus,unique accepted/accepted,B.Lepilemur_ruficaudatus,
6,A.Lepilemur_leucopus,unique accepted/accepted,B.Lepilemur_leucopus,
6,A.Lepilemur_edwardsi,unique accepted/accepted,B.Lepilemur_edwardsi,
6,A.Lepilemur_microdon,unique accepted/accepted,B.Lepilemur_microdon,
6,A.Lepilemur_sp._RANO236,unique accepted/accepted,B.Lepilemur_sp._RANO236,
6,A.Lepilemur_sp._RANO234,unique accepted/accepted,B.Lepilemur_sp._RANO234,
6,A.Lepilemur_sp._RANO235,unique accepted/accepted,B.Lepilemur_sp._RANO235,
6,A.Lepilemur_mitsinjoensis,unique accepted/accepted,B.Lepilemur_mitsinjoensis,
6,A.Lepilemur_seali,unique accepted/accepted,B.Lepilemur_seali,
6,A.Lepilemur_sahamalazensis,unique accepted/accepted,B.Lepilemur_sahamalazensis,
6,A.Lepilemur_aeeclis,unique accepted/accepted,B.Lepilemur_aeeclis,
6,A.Lepilemur_ankaranensis,unique accepted/accepted,B.Lepilemur_ankaranensis,
6,A.Lepilemur_mittermeieri,unique accepted/accepted,B.Lepilemur_mittermeieri,
6,A.Lepilemur_sp._hubbardi,unique accepted/accepted,B.Lepilemur_sp._hubbardi,
6,A.Lepilemur_manasamody,unique accepted/accepted,B.Lepilemur_manasamody,
6,A.Lepilemur_otto,unique accepted/accepted,B.Lepilemur_otto,
6,A.Lepilemur_jamesi,2 matches follow:,,
6,,synonym/synonym,"B.Lepilemur_jamesi_Louis_et_al.,_2006",synonym of B.Lepilemur_jamesorum Lepilemur jamesorum
6,,mrca of B-synonyms,B.Lepilemur_jamesorum,
6,A.Lepilemur_hubbardorum,unique accepted/accepted,B.Lepilemur_hubbardorum,
6,A.Lepilemur_petteri,unique accepted/accepted,B.Lepilemur_petteri,
6,A.Lepilemur_randrianasoloi,unique accepted/accepted,B.Lepilemur_randrianasoloi,
5,A.Megaladapis,unique by topology,B.unclassified_Megaladapis,
6,A.Megaladapis_sp.,unique accepted/accepted,B.Megaladapis_sp.,
6,A.Megaladapis_edwardsi,unique accepted/accepted,B.Megaladapis_edwardsi,
6,A.Megaladapis_sp._UA5482,unique accepted/accepted,B.Megaladapis_sp._UA5482,
6,A.Megaladapis_sp._UA4823,unique accepted/accepted,B.Megaladapis_sp._UA4823,
6,A.Megaladapis_sp._UA4821,unique accepted/accepted,B.Megaladapis_sp._UA4821,
6,A.Megaladapis_sp._UA4822,unique accepted/accepted,B.Megaladapis_sp._UA4822,
5,,placed with sibling(s),B.Lepilemur_ahmansonorum,
5,,placed with sibling(s),B.Lepilemur_betsileo,
5,,placed with sibling(s),B.Lepilemur_fleuretae,
5,,placed with sibling(s),B.Lepilemur_grewcockorum,
5,,placed with sibling(s),B.Lepilemur_hollandorum,
5,,placed with sibling(s),B.Lepilemur_milanoii,
5,,placed with sibling(s),B.Lepilemur_scottorum,
5,,placed with sibling(s),B.Lepilemur_tymerlachsoni,
5,,placed with sibling(s),B.Lepilemur_wrightae,
4,A.Cheirogaleidae,3 matches follow:,,
4,,by topology,B.Microcebus,
4,,by topology,B.Mirza,
4,,synonym/synonym,B.dwarf_and_mouse_lemurs,synonym of B.Cheirogaleidae Cheirogaleidae
5,A.Cheirogaleus,unique by topology,B.Cheirogaleus,
6,A.Cheirogaleus_medius,unique accepted/accepted,B.Cheirogaleus_medius,
6,A.Cheirogaleus_major,unique accepted/accepted,B.Cheirogaleus_major,
6,A.Cheirogaleus_crossleyi,unique accepted/accepted,B.Cheirogaleus_crossleyi,
6,A.Cheirogaleus_sibreei,unique accepted/accepted,B.Cheirogaleus_sibreei,
6,A.Cheirogaleus_minusculus,unique accepted/accepted,B.Cheirogaleus_minusculus,
6,,placed with sibling(s),B.Cheirogaleus_lavasoensis,
5,A.Microcebus,unique by topology,B.unclassified_Microcebus,
6,A.Microcebus_murinus,unique accepted/accepted,B.Microcebus_murinus,
6,A.Microcebus_ravelobensis,unique accepted/accepted,B.Microcebus_ravelobensis,
6,A.Microcebus_rufus,unique accepted/accepted,B.Microcebus_rufus,
6,A.Microcebus_myoxinus,unique accepted/accepted,B.Microcebus_myoxinus,
6,A.Microcebus_tavaratra,unique accepted/accepted,B.Microcebus_tavaratra,
6,A.Microcebus_berthae,unique accepted/accepted,B.Microcebus_berthae,
6,A.Microcebus_sambiranensis,unique accepted/accepted,B.Microcebus_sambiranensis,
6,A.Microcebus_griseorufus,unique accepted/accepted,B.Microcebus_griseorufus,
6,A.Microcebus_simmonsi,unique accepted/accepted,B.Microcebus_simmonsi,
6,A.Microcebus_mittermeieri,unique accepted/accepted,B.Microcebus_mittermeieri,
6,A.Microcebus_jollyae,unique accepted/accepted,B.Microcebus_jollyae,
6,A.Microcebus_sp._EELHDZ_M98,unique accepted/accepted,B.Microcebus_sp._EELHDZ_M98,
6,A.Microcebus_sp._EELHDZ_TAD23,unique accepted/accepted,B.Microcebus_sp._EELHDZ_TAD23,
6,A.Microcebus_sp._EELHDZ_VEV33,unique accepted/accepted,B.Microcebus_sp._EELHDZ_VEV33,
6,A.Microcebus_sp._EELHDZ_VEV35,unique accepted/accepted,B.Microcebus_sp._EELHDZ_VEV35,
6,A.Microcebus_lehilahytsara,unique accepted/accepted,B.Microcebus_lehilahytsara,
6,A.Microcebus_sp._ANT5.1,unique accepted/accepted,B.Microcebus_sp._ANT5.1,
6,A.Microcebus_bongolavensis,unique accepted/accepted,B.Microcebus_bongolavensis,
6,A.Microcebus_danfossi,unique accepted/accepted,B.Microcebus_danfossi,
6,A.Microcebus_lokobensis,unique accepted/accepted,B.Microcebus_lokobensis,
6,A.Microcebus_sp._Ambongabe,unique accepted/accepted,B.Microcebus_sp._Ambongabe,
6,A.Microcebus_sp._Bora,unique accepted/accepted,B.Microcebus_sp._Bora,
6,A.Microcebus_sp._Mahajamba-Est,unique accepted/accepted,B.Microcebus_sp._Mahajamba-Est,
6,A.Microcebus_sp._Maroakata,unique accepted/accepted,B.Microcebus_sp._Maroakata,
6,A.Microcebus_mamiratra,unique accepted/accepted,B.Microcebus_mamiratra,
6,A.Microcebus_macarthurii,unique accepted/accepted,B.Microcebus_macarthurii,
6,A.Microcebus_sp._Anjiahely,unique accepted/accepted,B.Microcebus_sp._Anjiahely,
6,A.Microcebus_sp._DWW-2010a,unique accepted/accepted,B.Microcebus_sp._DWW-2010a,
6,A.Microcebus_arnholdi,unique accepted/accepted,B.Microcebus_arnholdi,
6,A.Microcebus_margotmarshae,unique accepted/accepted,B.Microcebus_margotmarshae,
6,A.Microcebus_gerpi,unique accepted/accepted,B.Microcebus_gerpi,
6,A.Microcebus_tanosi,unique accepted/accepted,B.Microcebus_tanosi,
6,A.Microcebus_marohita,unique accepted/accepted,B.Microcebus_marohita,
6,A.Microcebus_sp._d'Ambre,unique accepted/accepted,B.Microcebus_sp._d'Ambre,
6,,placed with sibling(s),B.Microcebus_sp._Antanosy,
6,,placed with sibling(s),B.Microcebus_sp._3_GT-2019,
5,A.Mirza,unique by topology,B.unclassified_Mirza,
6,A.Mirza_coquereli,unique accepted/accepted,B.Mirza_coquereli,
6,A.Mirza_zaza,unique accepted/accepted,B.Mirza_zaza,
6,A.Mirza_sp._001y03,unique accepted/accepted,B.Mirza_sp._001y03,
5,A.Allocebus,unique by topology,B.Allocebus,
6,A.Allocebus_trichotis,unique accepted/accepted,B.Allocebus_trichotis,
5,A.Phaner,unique by topology,B.Phaner,
6,A.Phaner_furcifer,unique accepted/accepted,B.Phaner_furcifer,
6,A.Phaner_pallescens,unique accepted/accepted,B.Phaner_pallescens,
6,A.Phaner_electromontis,unique accepted/accepted,B.Phaner_electromontis,
6,A.Phaner_parienti,unique accepted/accepted,B.Phaner_parienti,
5,,placed with sibling(s),B.Microcebus_ganzhorni,
4,A.Paleopropithecidae,unique by topology,B.Palaeopropithecus,
5,A.Palaeopropithecus,unique by topology,B.unclassified_Palaeopropithecus,
6,A.Palaeopropithecus_sp._UA4466,unique accepted/accepted,B.Palaeopropithecus_sp._UA4466,
6,A.Palaeopropithecus_sp._UA6184,unique accepted/accepted,B.Palaeopropithecus_sp._UA6184,
6,A.Palaeopropithecus_sp._KPK-2005,unique accepted/accepted,B.Palaeopropithecus_sp._KPK-2005,
5,,placed with sibling(s),B.Palaeopropithecus_ingens,
5,,placed with sibling(s),B.Palaeopropithecus_maximus,
4,,placed with sibling(s),B.Pachylemur,
5,,,B.Pachylemur_jullyi,
3,A.Chiromyiformes,2 matches follow:,,
3,,by topology,B.Chiromyiformes,
3,,by topology,B.Lorisidae,
4,A.Lorisidae,2 matches follow:,,
4,,by topology,B.Nycticebus,
4,,synonym/synonym,B.Loridae,synonym of B.Lorisidae Lorisidae
5,A.Loris,unique by topology,B.Loris,
6,A.Loris_tardigradus,unique by topology,B.Loris_tardigradus,
7,A.Loris_tardigradus_nordicus,unique accepted/accepted,B.Loris_tardigradus_nordicus,
7,,placed with sibling(s),B.Loris_tardigradus_tardigradus,
6,A.Loris_lydekkerianus,unique by topology,B.Loris_lydekkerianus,
7,A.Loris_lydekkerianus_malabaricus,unique accepted/accepted,B.Loris_lydekkerianus_malabaricus,
7,,placed with sibling(s),B.Loris_lydekkerianus_lydekkerianus,
5,A.Nycticebus,unique by topology,B.unclassified_Nycticebus,
6,A.Nycticebus_coucang,unique by topology,B.Nycticebus_coucang,
7,A.Nycticebus_coucang_coucang,unique accepted/accepted,B.Nycticebus_coucang_coucang,
7,,placed with sibling(s),B.Nycticebus_coucang_insularis,
6,A.Nycticebus_intermedius,unique accepted/synonym,B.Nycticebus_intermedius,synonym of B.Nycticebus_pygmaeus Nycticebus pygmaeus
6,A.Nycticebus_pygmaeus,unique accepted/accepted,B.Nycticebus_pygmaeus,
6,A.Nycticebus_sp.,unique accepted/accepted,B.Nycticebus_sp.,
6,A.Nycticebus_bengalensis,unique accepted/accepted,B.Nycticebus_bengalensis,
6,A.Nycticebus_menagensis,unique accepted/accepted,B.Nycticebus_menagensis,
6,A.Nycticebus_javanicus,unique accepted/accepted,B.Nycticebus_javanicus,
5,A.Perodicticus,unique by topology,B.Perodicticus,
6,A.Perodicticus_potto,unique by topology,B.Perodicticus_potto,
7,A.Perodicticus_potto_edwarsi,unique accepted/accepted,B.Perodicticus_potto_edwarsi,
7,A.Perodicticus_potto_ibeanus,unique accepted/accepted,B.Perodicticus_potto_ibeanus,
5,A.Arctocebus,unique by topology,B.Arctocebus,
6,A.Arctocebus_calabarensis,unique accepted/accepted,B.Arctocebus_calabarensis,
6,A.Arctocebus_aureus,unique accepted/accepted,B.Arctocebus_aureus,
4,A.Daubentoniidae,unique by topology,B.Daubentoniidae,
5,A.Daubentonia,unique by topology,B.Daubentonia,
6,A.Daubentonia_madagascariensis,unique accepted/accepted,B.Daubentonia_madagascariensis,
3,A.Lorisiformes,unique by topology,B.Galagidae,
4,A.Galagidae,3 matches follow:,,
4,,by topology,B.Galago,
4,,by topology,B.Galagoides,
4,,synonym/synonym,B.Galagonidae,synonym of B.Galagidae Galagidae
5,A.Galago,unique by topology,B.unclassified_Galago,
6,A.Galago_sp.,unique accepted/accepted,B.Galago_sp.,
6,A.Galago_senegalensis,unique accepted/accepted,B.Galago_senegalensis,
7,,placed with sibling(s),B.Galago_senegalensis_senegalensis,
7,,placed with sibling(s),B.Galago_senegalensis_braccatus,
6,A.Galago_moholi,unique accepted/accepted,B.Galago_moholi,
6,A.Galago_alleni,unique accepted/accepted,B.Galago_alleni,
6,A.Galago_gallarum,unique accepted/accepted,B.Galago_gallarum,
6,A.Galago_matschiei,unique accepted/accepted,B.Galago_matschiei,
6,A.Galago_gabonensis,unique accepted/accepted,B.Galago_gabonensis,
6,A.Galago_granti,unique accepted/accepted,B.Galago_granti,
6,A.Galago_thomasi,2 matches follow:,,
6,,accepted/synonym,B.Galago_thomasi,synonym of B.Galagoides_thomasi Galagoides thomasi
6,,mrca of B-synonyms,B.Galagoides_thomasi,
5,A.Otolemur,unique by topology,B.Otolemur,
6,A.Otolemur_crassicaudatus,unique accepted/accepted,B.Otolemur_crassicaudatus,
6,A.Otolemur_garnettii,unique by topology,B.Otolemur_garnettii,
7,A.Otolemur_garnettii_garnettii,unique accepted/accepted,B.Otolemur_garnettii_garnettii,
6,A.Otolemur_monteiri,unique by topology,B.Otolemur_monteiri,
7,A.Otolemur_monteiri_monteiri,unique accepted/accepted,B.Otolemur_monteiri_monteiri,
7,A.Otolemur_monteiri_argentatus,unique accepted/accepted,B.Otolemur_monteiri_argentatus,
5,A.Galagoides,no match in B,,
6,A.Galagoides_demidoff,unique accepted/accepted,B.Galagoides_demidoff,
7,,placed with sibling(s),B.Galagoides_demidoff_murinus,
6,A.Galagoides_zanzibaricus,unique accepted/accepted,B.Galagoides_zanzibaricus,
7,,placed with sibling(s),B.Galagoides_zanzibaricus_udzungwensis,
7,,placed with sibling(s),B.Galagoides_zanzibaricus_zanzibaricus,
6,A.Galagoides_orinus,unique accepted/accepted,B.Galagoides_orinus,
6,A.Galagoides_cocos,unique accepted/accepted,B.Galagoides_cocos,
5,A.Euoticus,unique by topology,B.Euoticus,
6,A.Euoticus_elegantulus,unique accepted/accepted,B.Euoticus_elegantulus,
5,,placed with sibling(s),B.Galagoides_rondoensis,
4,,placed with sibling(s),B.Paragalago,
5,,,B.Paragalago_cocos,
5,,,B.Paragalago_zanzibaricus,
2,A.Haplorrhini,2 matches follow:,,
2,,by topology,B.Simiiformes,
2,,by topology,B.Tarsiiformes,
3,A.Simiiformes,3 matches follow:,,
3,,by topology,B.Platyrrhini,
3,,by topology,B.Catarrhini,
3,,synonym/synonym,B.Anthropoidea,synonym of B.Simiiformes Simiiformes
4,A.Platyrrhini,5 matches follow:,,
4,,by topology,B.Cebidae,
4,,by topology,B.Aotidae,
4,,by topology,B.Pitheciidae,
4,,by topology,B.Atelidae,
4,,synonym/synonym,B.New_World_monkeys,synonym of B.Platyrrhini Platyrrhini
5,A.Cebidae,3 matches follow:,,
5,,by topology,B.Callitrichinae,
5,,by topology,B.Cebinae,
5,,by topology,B.Saimiriinae,
6,A.Callitrichinae,4 matches follow:,,
6,,by topology,B.Callithrix#9481,
6,,by topology,B.Saguinus,
6,,by topology,B.Callimico,
6,,synonym/synonym,B.Callithricidae,synonym of B.Callitrichinae Callitrichinae
7,A.Callithrix,5 matches follow:,,
7,,by topology,B.Callithrix#1965096,
7,,by topology,B.Cebuella,
7,,by topology,B.Calibella,
7,,by topology,B.Mico,
7,,synonym/synonym,B.9492_merged_into_9481,synonym of B.Callithrix#9481 Callithrix
8,A.Callithrix_argentata,unique by topology,B.Mico_argentatus,
9,A.Callithrix_argentata_argentata,2 matches follow:,,
9,,accepted/synonym,B.Callithrix_argentata_argentata,synonym of B.Mico_argentatus_argentatus Mico argentatus argentatus
9,,mrca of B-synonyms,B.Mico_argentatus_argentatus,
8,A.Callithrix_jacchus,unique accepted/accepted,B.Callithrix_jacchus,
8,A.Callithrix_sp.,unique accepted/accepted,B.Callithrix_sp.,
8,A.Callithrix_pygmaea,unique accepted/accepted,B.Callithrix_pygmaea,
8,A.Callithrix_emiliae,2 matches follow:,,
8,,synonym/accepted,B.Mico_emiliae,
8,,accepted/synonym,B.Callithrix_emiliae,synonym of B.Mico_emiliae Mico emiliae
8,A.Callithrix_geoffroyi,unique accepted/accepted,B.Callithrix_geoffroyi,
8,A.Callithrix_humeralifera,2 matches follow:,,
8,,synonym/accepted,B.Mico_humeralifer,
8,,accepted/synonym,B.Callithrix_humeralifera,synonym of B.Mico_humeralifer Mico humeralifer
8,A.Callithrix_aurita,unique accepted/accepted,B.Callithrix_aurita,
8,A.Callithrix_mauesi,2 matches follow:,,
8,,synonym/accepted,B.Mico_mauesi,
8,,accepted/synonym,B.Callithrix_mauesi,synonym of B.Mico_mauesi Mico mauesi
8,A.Callithrix_penicillata,unique accepted/accepted,B.Callithrix_penicillata,
8,A.Callithrix_cf._emiliae,2 matches follow:,,
8,,synonym/accepted,B.Mico_cf._emiliae,
8,,accepted/synonym,B.Callithrix_cf._emiliae,synonym of B.Mico_cf._emiliae Mico cf. emiliae
8,A.Callithrix_saterei,2 matches follow:,,
8,,synonym/accepted,B.Mico_saterei,
8,,accepted/synonym,B.Callithrix_saterei,synonym of B.Mico_saterei Mico saterei
8,A.Callithrix_sp._DB-2003,unique accepted/accepted,B.Callithrix_sp._DB-2003,
8,A.Callithrix_humilis,unique accepted/accepted,B.Callithrix_humilis,
8,A.Callithrix_kuhlii,unique accepted/accepted,B.Callithrix_kuhlii,
8,A.Callithrix_melanura,2 matches follow:,,
8,,accepted/synonym,B.Callithrix_melanura,synonym of B.Mico_melanurus Mico melanurus
8,,mrca of B-synonyms,B.Mico_melanurus,
8,A.Callithrix_rondoni,2 matches follow:,,
8,,synonym/accepted,B.Mico_rondoni,
8,,accepted/synonym,B.Callithrix_rondoni,synonym of B.Mico_rondoni Mico rondoni
8,A.Callithrix_flaviceps,unique accepted/accepted,B.Callithrix_flaviceps,
8,A.Callithrix_jacchus_x_penicillata,unique accepted/accepted,B.Callithrix_jacchus_x_penicillata,
8,,placed with sibling(s),B.Mico_chrysoleucus,
8,,placed with sibling(s),B.Mico_intermedius,
8,,placed with sibling(s),B.Mico_leucippe,
8,,placed with sibling(s),B.Mico_marcai,
8,,placed with sibling(s),B.Mico_munduruku,
7,A.Saguinus,2 matches follow:,,
7,,by topology,B.unclassified_Saguinus,
7,,by topology,B.Leontocebus,
8,A.Saguinus_fuscicollis,unique by topology,B.Leontocebus_fuscicollis,
9,A.Saguinus_fuscicollis_fuscicollis,no match in B,,
9,A.Saguinus_fuscicollis_weddelli,2 matches follow:,,
9,,accepted/synonym,B.Saguinus_fuscicollis_weddelli,synonym of B.Leontocebus_fuscicollis_weddelli Leontocebus fuscicollis weddelli
9,,mrca of B-synonyms,B.Leontocebus_fuscicollis_weddelli,
9,A.Saguinus_fuscicollis_leucogenys,2 matches follow:,,
9,,accepted/synonym,B.Saguinus_fuscicollis_leucogenys,synonym of B.Leontocebus_fuscicollis_leucogenys Leontocebus fuscicollis leucogenys
9,,mrca of B-synonyms,B.Leontocebus_fuscicollis_leucogenys,
9,A.Saguinus_fuscicollis_illigeri,2 matches follow:,,
9,,accepted/synonym,B.Saguinus_fuscicollis_illigeri,synonym of B.Leontocebus_fuscicollis_illigeri Leontocebus fuscicollis illigeri
9,,mrca of B-synonyms,B.Leontocebus_fuscicollis_illigeri,
9,A.Saguinus_fuscicollis_nigrifrons,2 matches follow:,,
9,,accepted/synonym,B.Saguinus_fuscicollis_nigrifrons,synonym of B.Leontocebus_fuscicollis_nigrifrons Leontocebus fuscicollis nigrifrons
9,,mrca of B-synonyms,B.Leontocebus_fuscicollis_nigrifrons,
9,A.Saguinus_fuscicollis_lagonotus,2 matches follow:,,
9,,accepted/synonym,B.Saguinus_fuscicollis_lagonotus,synonym of B.Leontocebus_fuscicollis_lagonotus Leontocebus fuscicollis lagonotus
9,,mrca of B-synonyms,B.Leontocebus_fuscicollis_lagonotus,
9,,placed with sibling(s),B.Leontocebus_fuscicollis_fuscicollis,
8,A.Saguinus_mystax,unique by topology,B.Saguinus_mystax,
9,A.Saguinus_mystax_mystax,unique accepted/accepted,B.Saguinus_mystax_mystax,
8,A.Saguinus_nigricollis,2 matches follow:,,
8,,synonym/synonym,B.black-and-red_tamarin,synonym of B.Leontocebus_nigricollis Leontocebus nigricollis
8,,mrca of B-synonyms,B.Leontocebus_nigricollis,
9,A.Saguinus_nigricollis_nigricollis,no match in B,,
9,,placed with sibling(s),B.Leontocebus_nigricollis_nigricollis,
8,A.Saguinus_oedipus,unique accepted/accepted,B.Saguinus_oedipus,
8,A.Saguinus_imperator,unique by topology,B.Saguinus_imperator,
9,A.Saguinus_imperator_subgrisescens,unique accepted/accepted,B.Saguinus_imperator_subgrisescens,
