tag,A name,A id,rcc5,B id,B name,justification
________________NO CHANGE,Colobus satanas,A.517012,=,B.517012,Colobus satanas,{same-name & same-rank}
__________________...,,,,,,1 unchanged children
________________GRAFT,,,,B.2618863,unclassified Colobus,
________________MOVE,Colobus sp.,A.34824,=,B.34824,Colobus sp.,{same-name & same-rank}
________________MOVE,Colobus sp. DTG-2004,A.288544,=,B.288544,Colobus sp. DTG-2004,{same-name & same-rank}
________________MOVE,Colobus sp. MB-2005,A.325172,=,B.325172,Colobus sp. MB-2005,{same-name & same-rank}
______________NO CHANGE,Presbytis,A.9573,=,B.9573,Presbytis,{same-name & same-rank}
________________NO CHANGE,Presbytis senex,A.66055,=,B.66055,Presbytis senex,{same-name & same-rank}
________________NO CHANGE,Presbytis melalophos,A.78451,=,B.78451,Presbytis melalophos,{same-name & same-rank}
__________________...,,,,,,4 unchanged children
________________NO CHANGE,Presbytis comata,A.78452,=,B.78452,Presbytis comata,{same-name & same-rank}
__________________...,,,,,,2 unchanged children
________________NO CHANGE,Presbytis femoralis,A.78453,=,B.78453,Presbytis femoralis,{same-name & same-rank}
__________________GRAFT,,,,B.1840579,Presbytis femoralis femoralis,
________________NO CHANGE,Presbytis chrysomelas,A.1046090,=,B.1046090,Presbytis chrysomelas,{same-name & same-rank}
________________NO CHANGE,Presbytis frontata,A.1046092,=,B.1046092,Presbytis frontata,{same-name & same-rank}
________________NO CHANGE,Presbytis hosei,A.1046093,=,B.1046093,Presbytis hosei,{same-name & same-rank}
__________________...,,,,,,1 unchanged children
________________NO CHANGE,Presbytis potenziani,A.1046098,=,B.1046098,Presbytis potenziani,{same-name & same-rank}
__________________...,,,,,,2 unchanged children
________________NO CHANGE,Presbytis rubicunda,A.1046101,=,B.1046101,Presbytis rubicunda,{same-name & same-rank}
__________________...,,,,,,1 unchanged children
________________NO CHANGE,Presbytis thomasi,A.1046103,=,B.1046103,Presbytis thomasi,{same-name & same-rank}
______________NO CHANGE,Nasalis,A.43779,=,B.43779,Nasalis,{same-name & same-rank}
________________...,,,,,,1 unchanged children
______________NO CHANGE,Pygathrix,A.54132,=,B.54132,Pygathrix,{same-name & same-rank}
________________...,,,,,,6 unchanged children
______________NO CHANGE,Trachypithecus,A.54136,=,B.54136,Trachypithecus,{same-name & same-rank}
________________NO CHANGE,Trachypithecus vetulus,A.54137,=,B.54137,Trachypithecus vetulus,{same-name & same-rank}
__________________...,,,,,,1 unchanged children
________________NO CHANGE,Trachypithecus francoisi,A.54180,=,B.54180,Trachypithecus francoisi,{same-name & same-rank}
__________________...,,,,,,1 unchanged children
________________NO CHANGE,Trachypithecus obscurus,A.54181,=,B.54181,Trachypithecus obscurus,{same-name & same-rank}
________________NO CHANGE,Trachypithecus phayrei,A.61618,=,B.61618,Trachypithecus phayrei,{same-name & same-rank}
__________________...,,,,,,4 unchanged children
________________NO CHANGE,Trachypithecus johnii,A.66063,=,B.66063,Trachypithecus johnii,{same-name & same-rank}
________________NO CHANGE,Trachypithecus cristatus,A.122765,=,B.122765,Trachypithecus cristatus,{same-name & same-rank}
________________NO CHANGE,Trachypithecus geei,A.164650,=,B.164650,Trachypithecus geei,{same-name & same-rank}
________________NO CHANGE,Trachypithecus pileatus,A.164651,=,B.164651,Trachypithecus pileatus,{same-name & same-rank}
________________NO CHANGE,Trachypithecus auratus,A.222416,=,B.222416,Trachypithecus auratus,{same-name & same-rank}
__________________...,,,,,,3 unchanged children
________________NO CHANGE,Trachypithecus germaini,A.271260,=,B.271260,Trachypithecus germaini,{same-name & same-rank}
________________NO CHANGE,Trachypithecus barbei,A.271261,=,B.271261,Trachypithecus barbei,{same-name & same-rank}
________________NO CHANGE,Trachypithecus delacouri,A.465717,=,B.465717,Trachypithecus delacouri,{same-name & same-rank}
________________NO CHANGE,Trachypithecus laotum,A.465718,=,B.465718,Trachypithecus laotum,{same-name & same-rank}
________________NO CHANGE,Trachypithecus poliocephalus,A.465719,=,B.465719,Trachypithecus poliocephalus,{same-name & same-rank}
__________________...,,,,,,2 unchanged children
________________NO CHANGE,Trachypithecus francoisi x poliocephalus,A.744437,=,B.744437,Trachypithecus francoisi x poliocephalus,{same-name & same-rank}
________________NO CHANGE,Trachypithecus hatinhensis,A.867383,=,B.867383,Trachypithecus hatinhensis,{same-name & same-rank}
________________NO CHANGE,Trachypithecus shortridgei,A.1042121,=,B.1042121,Trachypithecus shortridgei,{same-name & same-rank}
________________GRAFT,,,,B.1966384,Trachypithecus mauritius,
________________GRAFT,,,,B.2623509,unclassified Trachypithecus,
________________MOVE,Trachypithecus sp.,A.580599,=,B.580599,Trachypithecus sp.,{same-name & same-rank}
______________NO CHANGE,Semnopithecus,A.88028,=,B.88028,Semnopithecus,{same-name & same-rank}
________________NO CHANGE,Semnopithecus entellus,A.88029,=,B.88029,Semnopithecus entellus,{same-name & same-rank}
__________________NO CHANGE,Semnopithecus entellus entellus,A.867381,=,B.867381,Semnopithecus entellus entellus,{same-name & same-rank}
__________________MOVE,Semnopithecus entellus priam,A.272117,=,B.1208733,Semnopithecus priam,[{same-name & same-id} → synonym-of]
________________NO CHANGE,Semnopithecus hector,A.867382,=,B.867382,Semnopithecus hector,{same-name & same-rank}
________________NO CHANGE,Semnopithecus priam,A.1208733,=,B.1208733,Semnopithecus priam,{same-name & same-rank}
________________NO CHANGE,Semnopithecus hypoleucos,A.1208734,=,B.1208734,Semnopithecus hypoleucos,{same-name & same-rank}
________________GRAFT,,,,B.2632571,unclassified Semnopithecus,
______________NO CHANGE,Procolobus,A.164647,=,B.164647,Procolobus,{same-name & same-rank}
________________...,,,,,,1 unchanged children
______________NO CHANGE,Rhinopithecus,A.542827,=,B.542827,Rhinopithecus,{same-name & same-rank}
________________NO CHANGE,Rhinopithecus bieti,A.61621,=,B.61621,Rhinopithecus bieti,{same-name & same-rank}
________________NO CHANGE,Rhinopithecus roxellana,A.61622,=,B.61622,Rhinopithecus roxellana,{same-name & same-rank}
________________NO CHANGE,Rhinopithecus avunculus,A.66062,=,B.66062,Rhinopithecus avunculus,{same-name & same-rank}
________________NO CHANGE,Rhinopithecus brelichi,A.224329,=,B.224329,Rhinopithecus brelichi,{same-name & same-rank}
________________NO CHANGE,Rhinopithecus bieti 1 RL-2012,A.1194334,=,B.1194334,Rhinopithecus bieti 1 RL-2012,{same-name & same-rank}
________________NO CHANGE,Rhinopithecus bieti 2 RL-2012,A.1194335,=,B.1194335,Rhinopithecus bieti 2 RL-2012,{same-name & same-rank}
________________NO CHANGE,Rhinopithecus strykeri,A.1194336,=,B.1194336,Rhinopithecus strykeri,{same-name & same-rank}
________________GRAFT,,,,B.2644350,unclassified Rhinopithecus,
______________NO CHANGE,Piliocolobus,A.591932,=,B.591932,Piliocolobus,{same-name & same-rank}
________________...,,,,,,10 unchanged children
______________NO CHANGE,Simias,A.1203020,=,B.1203020,Simias,{same-name & same-rank}
________________...,,,,,,1 unchanged children
____________NO CHANGE,Cercopithecidae gen. sp.,A.9576,=,B.9576,Cercopithecidae gen. sp.,{same-name & same-rank}
________NO CHANGE,Hominoidea,A.314295,=,B.314295,Hominoidea,{same-name & same-rank}
__________NO CHANGE,Hylobatidae,A.9577,=,B.9577,Hylobatidae,{same-name & same-rank}
____________NO CHANGE,Hylobates,A.9578,=,B.9578,Hylobates,{same-name & same-rank}
______________NO CHANGE,Hylobates agilis,A.9579,=,B.9579,Hylobates agilis,{same-name & same-rank}
________________...,,,,,,2 unchanged children
______________NO CHANGE,Hylobates lar,A.9580,=,B.9580,Hylobates lar,{same-name & same-rank}
________________...,,,,,,4 unchanged children
______________NO CHANGE,Hylobates klossii,A.9587,=,B.9587,Hylobates klossii,{same-name & same-rank}
______________NO CHANGE,Hylobates muelleri,A.9588,=,B.9588,Hylobates muelleri,{same-name & same-rank}
________________...,,,,,,3 unchanged children
______________NO CHANGE,Hylobates pileatus,A.9589,=,B.9589,Hylobates pileatus,{same-name & same-rank}
______________NO CHANGE,Hylobates moloch,A.81572,=,B.81572,Hylobates moloch,{same-name & same-rank}
______________CHANGE NAME,Hylobates alibarbis,A.716691,=,B.716691,Hylobates albibarbis,{same-id & same-rank}
______________GRAFT,,,,B.2647113,unclassified Hylobates,
______________MOVE,Hylobates sp.,A.9581,=,B.9581,Hylobates sp.,{same-name & same-rank}
______________MOVE,Hylobates sp. TIB-201,A.150249,=,B.150249,Hylobates sp. TIB-201,{same-name & same-rank}
______________MOVE,Hylobates sp. IGL-2004,A.280856,=,B.280856,Hylobates sp. IGL-2004,{same-name & same-rank}
______________MOVE,Hylobates sp. AMA-2004,A.288892,=,B.288892,Hylobates sp. AMA-2004,{same-name & same-rank}
______________MOVE,Hylobates sp. ECACC MLA144,A.419588,=,B.419588,Hylobates sp. ECACC MLA144,{same-name & same-rank}
______________MOVE,Hylobates sp. PS-2007,A.425245,=,B.425245,Hylobates sp. PS-2007,{same-name & same-rank}
____________NO CHANGE,Nomascus,A.325165,=,B.325165,Nomascus,{same-name & same-rank}
______________NO CHANGE,Nomascus siki,A.9586,=,B.9586,Nomascus siki,{same-name & same-rank}
______________NO CHANGE,Nomascus concolor,A.29089,=,B.29089,Nomascus concolor,{same-name & same-rank}
________________...,,,,,,4 unchanged children
______________NO CHANGE,Nomascus gabriellae,A.61852,=,B.61852,Nomascus gabriellae,{same-name & same-rank}
______________NO CHANGE,Nomascus leucogenys,A.61853,=,B.61853,Nomascus leucogenys,{same-name & same-rank}
______________NO CHANGE,Nomascus nasutus,A.327374,=,B.327374,Nomascus nasutus,{same-name & same-rank}
______________NO CHANGE,Nomascus hainanus,A.693984,=,B.693984,Nomascus hainanus,{same-name & same-rank}
______________GRAFT,,,,B.1616038,Nomascus annamensis,
______________GRAFT,,,,B.2170372,Nomascus gabriellae x Nomascus siki,
______________GRAFT,,,,B.2170373,Nomascus leucogenys x Nomascus siki,
______________GRAFT,,,,B.2170374,Nomascus cf. leucogenys SSH-2018,
____________NO CHANGE,Symphalangus,A.325166,=,B.325166,Symphalangus,{same-name & same-rank}
______________...,,,,,,2 unchanged children
____________NO CHANGE,Hoolock,A.325167,=,B.325167,Hoolock,{same-name & same-rank}
______________NO CHANGE,Hoolock hoolock,A.61851,=,B.61851,Hoolock hoolock,{same-name & same-rank}
______________NO CHANGE,Hoolock leuconedys,A.593543,=,B.593543,Hoolock leuconedys,{same-name & same-rank}
______________GRAFT,,,,B.1934190,Hoolock tianxing,
______________GRAFT,,,,B.1934191,Hoolock leuconedys x Hoolock tianxing,
__________NO CHANGE,Hominidae,A.9604,=,B.9604,Hominidae,{same-name & same-rank}
____________NO CHANGE,Homininae,A.207598,=,B.207598,Homininae,{same-name & same-rank}
______________NO CHANGE,Gorilla,A.9592,=,B.9592,Gorilla,{same-name & same-rank}
________________...,,,,,,4 unchanged children
______________NO CHANGE,Pan,A.9596,=,B.9596,Pan,{same-name & same-rank}
________________...,,,,,,3 unchanged children
______________NO CHANGE,Homo,A.9605,=,B.9605,Homo,{same-name & same-rank}
________________NO CHANGE,Homo sapiens,A.9606,=,B.9606,Homo sapiens,{same-name & same-rank}
__________________NO CHANGE,Homo sapiens neanderthalensis,A.63221,=,B.63221,Homo sapiens neanderthalensis,{same-name & same-rank}
__________________CHANGE NAME,Homo sapiens ssp. Denisova,A.741158,=,B.741158,Homo sapiens subsp. 'Denisova',{same-id & same-rank ...}
________________NO CHANGE,Homo heidelbergensis,A.1425170,=,B.1425170,Homo heidelbergensis,{same-name & same-rank}
____________NO CHANGE,Ponginae,A.607660,=,B.607660,Ponginae,{same-name & same-rank}
______________NO CHANGE,Pongo,A.9599,=,B.9599,Pongo,{same-name & same-rank}
________________NO CHANGE,Pongo pygmaeus,A.9600,=,B.9600,Pongo pygmaeus,{same-name & same-rank}
__________________...,,,,,,1 unchanged children
________________NO CHANGE,Pongo abelii,A.9601,=,B.9601,Pongo abelii,{same-name & same-rank}
________________NO CHANGE,Pongo abelii x pygmaeus,A.502961,=,B.502961,Pongo abelii x pygmaeus,{same-name & same-rank}
________________GRAFT,,,,B.2051901,Pongo tapanuliensis,
________________GRAFT,,,,B.2624844,unclassified Pongo,
________________MOVE,Pongo sp.,A.9603,=,B.9603,Pongo sp.,{same-name & same-rank}
____NO CHANGE,Tarsiiformes,A.376912,=,B.376912,Tarsiiformes,{same-name & same-rank}
______NO CHANGE,Tarsiidae,A.9475,=,B.9475,Tarsiidae,{same-name & same-rank}
________NO CHANGE,Tarsius,A.9476,=,B.9476,Tarsius,{same-name & same-rank}
__________NO CHANGE,Tarsius dentatus,A.449501,=,B.449501,Tarsius dentatus,{same-name & same-rank}
__________NO CHANGE,Tarsius lariang,A.630277,=,B.630277,Tarsius lariang,{same-name & same-rank}
__________NO CHANGE,Tarsius dentatus x lariang,A.642591,=,B.642591,Tarsius dentatus x lariang,{same-name & same-rank}
__________NO CHANGE,Tarsius tarsier,A.662464,=,B.662464,Tarsius tarsier,{same-name & same-rank}
__________NO CHANGE,Tarsius sangirensis,A.905053,=,B.905053,Tarsius sangirensis,{same-name & same-rank}
__________NO CHANGE,Tarsius wallacei,A.981131,=,B.981131,Tarsius wallacei,{same-name & same-rank}
__________GRAFT,,,,B.1748400,Tarsius fuscus,
__________GRAFT,,,,B.2624233,unclassified Tarsius,
__________MOVE,Tarsius sp.,A.30612,=,B.30612,Tarsius sp.,{same-name & same-rank}
__________MOVE,Tarsius sp. FFA-2009a,A.662655,=,B.662655,Tarsius sp. FFA-2009a,{same-name & same-rank}
__________MOVE,Tarsius syrichta,A.9478,=,B.1868482,Carlito syrichta,[{same-name & same-id} → synonym-of]
__________MOVE,Tarsius bancanus,A.9477,=,B.9477,Cephalopachus bancanus,{same-id & same-rank ...}
________GRAFT,,,,B.1868481,Carlito,
________GRAFT,,,,B.1971489,Cephalopachus,
